Categories,Commits,Events,Proportion,Density,Accept_Rate
Cat-2,99,Juno,2.15,309.1928112,0.5711
Cat-2,95.7,Juno,2.13,293.0104133,0.6104
Cat-2,93.5,Juno,2.12,41.62936404,0.2928
Cat-2,1329.9,KIlo,7.25,259.7588905,0.31803
Cat-2,609.4,KIlo,3.97,80.3871794,0.28272
Cat-2,493.9,KIlo,3.44,197.3093245,0.28421
Cat-2,364.1,KIlo,2.85,80.19806203,0.10925
Cat-2,361.9,KIlo,2.84,72.95332394,0.3412
Cat-2,330,KIlo,2.7,51.17679284,0.5781
Cat-2,322.3,KIlo,2.66,218.8175336,0.5291
Cat-2,308,KIlo,2.6,248.785155,0.549
Cat-2,297,KIlo,2.55,251.6097911,0.3251
Cat-2,277.2,KIlo,2.46,24.57318989,0.45
Cat-2,264,KIlo,2.4,33.7483449,0.3997
Cat-2,258.5,KIlo,2.37,55.404108,0.1351
Cat-2,251.9,KIlo,2.34,297.7481115,0.342
Cat-2,239.8,KIlo,2.29,287.2277598,0.3592
Cat-2,227.7,KIlo,2.23,320.6597302,0.445
Cat-2,218.9,KIlo,2.19,56.65562764,0.371
Cat-2,200.2,KIlo,2.11,85.25775202,0.2515
Cat-2,187,KIlo,2.05,57.28247072,0.2321
Cat-2,176,KIlo,1.99,274.5090594,0.576
Cat-2,176,KIlo,1.99,154.8654577,0.1529
Cat-2,174.9,KIlo,1.99,230.2678681,0.5885
Cat-2,173.8,KIlo,1.99,277.19091,0.5389
Cat-2,170.5,KIlo,1.97,34.91609797,0.2603
Cat-2,170.5,KIlo,1.97,307.2677317,0.4697
Cat-2,169.4,KIlo,1.96,244.7647107,0.3249
Cat-2,169.4,KIlo,1.96,276.8053608,0.1581
Cat-2,169.4,KIlo,1.96,20.898216,0.4208
Cat-2,168.3,KIlo,1.96,202.2695224,0.4165
Cat-2,163.9,KIlo,1.94,110.8061627,0.5409
Cat-2,162.8,KIlo,1.94,103.4035682,0.2385
Cat-2,155.1,KIlo,1.9,16.7319405,0.2703
Cat-2,151.8,KIlo,1.88,205.42086,0.4864
Cat-2,149.6,KIlo,1.88,82.88628664,0.3181
Cat-2,148.5,KIlo,1.87,103.4913494,0.4234
Cat-2,146.3,KIlo,1.86,298.6132947,0.2966
Cat-2,145.2,KIlo,1.85,265.6551166,0.2626
Cat-2,145.2,KIlo,1.85,29.39340684,0.4246
Cat-2,145.2,KIlo,1.85,102.5333734,0.3695
Cat-2,139.7,KIlo,1.83,56.6649,0.4059
Cat-2,137.5,KIlo,1.82,75.22869829,0.2935
Cat-2,134.2,KIlo,1.81,127.5977035,0.1779
Cat-2,134.2,KIlo,1.81,77.68258044,0.3361
Cat-2,133.1,KIlo,1.8,69.8667922,0.4783
Cat-2,132,KIlo,1.79,281.933136,0.3677
Cat-2,132,KIlo,1.79,254.369268,0.1996
Cat-2,130.9,KIlo,1.79,98.0380921,0.4155
Cat-2,130.9,KIlo,1.79,143.1199598,0.5139
Cat-2,128.7,KIlo,1.78,96.09728317,0.4568
Cat-2,128.7,KIlo,1.78,125.0250709,0.538
Cat-2,127.6,KIlo,1.78,270.3709264,0.5812
Cat-2,119.9,KIlo,1.74,294.237692,0.3803
Cat-2,119.9,KIlo,1.74,186.6878351,0.2174
Cat-2,114.4,KIlo,1.71,247.4243317,0.3281
Cat-2,113.3,KIlo,1.71,86.44750592,0.3961
Cat-2,113.3,KIlo,1.71,96.0874826,0.2575
Cat-2,112.2,KIlo,1.71,187.6634574,0.6406
Cat-2,111.1,KIlo,1.7,60.13074424,0.2722
Cat-2,110,KIlo,1.7,95.54765303,0.3627
Cat-2,110,KIlo,1.7,200.4446588,0.5711
Cat-2,108.9,KIlo,1.69,136.8645908,0.3854
Cat-2,107.8,KIlo,1.68,210.5555169,0.2928
Cat-2,499.4,Liberty,4.72,258.241911,0.31803
Cat-2,402.6,Liberty,4.12,202.4410117,0.35772
Cat-2,385,Liberty,4.01,74.88967123,0.28421
Cat-2,382.8,Liberty,4,66.95670654,0.10925
Cat-2,358.6,Liberty,3.85,313.8524358,0.3412
Cat-2,348.7,Liberty,3.78,57.44011782,0.3306
Cat-2,295.9,Liberty,3.45,247.7037955,0.5291
Cat-2,288.2,Liberty,3.41,22.16121021,0.249
Cat-2,258.5,Liberty,3.22,52.892298,0.3251
Cat-2,250.8,Liberty,3.18,75.40501671,0.6
Cat-2,244.2,Liberty,3.14,276.9135692,0.3997
Cat-2,240.9,Liberty,3.12,180.0188164,0.1351
Cat-2,236.5,Liberty,3.09,145.1727758,0.342
Cat-2,236.5,Liberty,3.09,315.4319183,0.3592
Cat-2,234.3,Liberty,3.08,152.571708,0.37
Cat-2,218.9,Liberty,2.98,227.5976297,0.296
Cat-2,210.1,Liberty,2.93,48.5106559,0.2515
Cat-2,204.6,Liberty,2.89,275.2780131,0.2321
Cat-2,195.8,Liberty,2.84,98.27818048,0.576
Cat-2,173.8,Liberty,2.7,307.970721,0.1529
Cat-2,172.7,Liberty,2.7,41.78643688,0.5885
Cat-2,171.6,Liberty,2.69,222.745316,0.5389
Cat-2,165,Liberty,2.65,135.6153726,0.2603
Cat-2,162.8,Liberty,2.63,225.2331708,0.4697
Cat-2,160.6,Liberty,2.62,89.9883065,0.4749
Cat-2,159.5,Liberty,2.62,261.3325583,0.1581
Cat-2,148.5,Liberty,2.55,201.1861482,0.4208
Cat-2,146.3,Liberty,2.53,212.5405812,0.4165
Cat-2,146.3,Liberty,2.53,159.5880792,0.5409
Cat-2,146.3,Liberty,2.53,140.68296,0.2385
Cat-2,146.3,Liberty,2.53,228.4921224,0.2703
Cat-2,141.9,Liberty,2.51,235.3337014,0.4864
Cat-2,141.9,Liberty,2.51,260.6654526,0.3181
Cat-2,140.8,Liberty,2.5,239.3041393,0.4234
Cat-2,139.7,Liberty,2.49,316.9827,0.2966
Cat-2,135.3,Liberty,2.46,156.4606412,0.5801
Cat-2,134.2,Liberty,2.46,240.1056,0.4246
Cat-2,133.1,Liberty,2.45,285.3837146,0.3695
Cat-2,132,Liberty,2.44,316.644444,0.6309
Cat-2,130.9,Liberty,2.44,149.1009555,0.2935
Cat-2,128.7,Liberty,2.42,49.5363109,0.1779
Cat-2,127.6,Liberty,2.41,92.74292307,0.3361
Cat-2,124.3,Liberty,2.4,269.1114278,0.4783
Cat-2,116.6,Liberty,2.35,292.2539445,0.3677
Cat-2,114.4,Liberty,2.33,41.80435602,0.1996
Cat-2,113.3,Liberty,2.33,76.90448504,0.4155
Cat-2,113.3,Liberty,2.33,79.94406052,0.5139
Cat-2,112.2,Liberty,2.32,50.78481157,0.4568
Cat-2,110,Liberty,2.31,23.92950697,0.538
Cat-2,110,Liberty,2.31,140.34735,0.2062
Cat-2,108.9,Liberty,2.3,26.0315173,0.3803
Cat-2,107.8,Liberty,2.29,191.4067751,0.2174
Cat-2,107.8,Liberty,2.29,174.4494325,0.4428
Cat-2,104.5,Liberty,2.27,25.78918755,0.3961
Cat-2,102.3,Liberty,2.26,207.1582061,0.2575
Cat-2,102.3,Liberty,2.26,213.9784392,0.4063
Cat-2,101.2,Liberty,2.25,47.57925705,0.2722
Cat-2,100.1,Liberty,2.24,282.4723746,0.3627
Cat-2,99,Liberty,2.24,205.1885196,0.5711
Cat-2,99,Liberty,2.24,209.2001958,0.4604
Cat-2,97.9,Liberty,2.23,63.25128,0.2928
Cat-2,612.7,Mitaka,5.08,160.1543998,0.31803
Cat-2,602.8,Mitaka,5.03,298.8952479,0.35772
Cat-2,444.4,Mitaka,4.11,74.90348176,0.28421
Cat-2,364.1,Mitaka,3.64,40.83652152,0.10925
Cat-2,345.4,Mitaka,3.53,51.48534943,0.3412
Cat-2,338.8,Mitaka,3.5,295.6943344,0.3306
Cat-2,308,Mitaka,3.31,182.1439627,0.5291
Cat-2,272.8,Mitaka,3.11,226.2898132,0.249
Cat-2,256.3,Mitaka,3.02,29.37543784,0.3251
Cat-2,240.9,Mitaka,2.93,267.2516313,0.2625
Cat-2,240.9,Mitaka,2.93,246.0251187,0.3997
Cat-2,239.8,Mitaka,2.92,199.5865272,0.1351
Cat-2,221.1,Mitaka,2.81,228.1135476,0.342
Cat-2,217.8,Mitaka,2.79,36.86955384,0.3592
Cat-2,213.4,Mitaka,2.77,222.312651,0.37
Cat-2,210.1,Mitaka,2.75,304.6205465,0.296
Cat-2,202.4,Mitaka,2.71,79.60974825,0.2515
Cat-2,196.9,Mitaka,2.67,103.5565586,0.2321
Cat-2,194.7,Mitaka,2.66,60.80553712,0.576
Cat-2,191.4,Mitaka,2.64,241.6264815,0.1529
Cat-2,188.1,Mitaka,2.62,54.46076954,0.5885
Cat-2,180.4,Mitaka,2.57,61.09827402,0.2389
Cat-2,174.9,Mitaka,2.54,191.5474366,0.2603
Cat-2,167.2,Mitaka,2.5,161.380286,0.4697
Cat-2,162.8,Mitaka,2.47,122.5808871,0.4749
Cat-2,158.4,Mitaka,2.44,259.32042,0.1581
Cat-2,156.2,Mitaka,2.43,246.1345054,0.4208
Cat-2,145.2,Mitaka,2.37,188.6796205,0.4165
Cat-2,137.5,Mitaka,2.33,301.2075536,0.5409
Cat-2,137.5,Mitaka,2.33,182.2568936,0.2385
Cat-2,135.3,Mitaka,2.31,131.7079891,0.2703
Cat-2,134.2,Mitaka,2.31,207.8745261,0.4864
Cat-2,133.1,Mitaka,2.3,311.3655405,0.3181
Cat-2,132,Mitaka,2.29,232.47054,0.4234
Cat-2,128.7,Mitaka,2.28,97.84023137,0.2966
Cat-2,127.6,Mitaka,2.27,255.2444959,0.5801
Cat-2,126.5,Mitaka,2.26,169.8253786,0.4246
Cat-2,126.5,Mitaka,2.26,298.5501391,0.3695
Cat-2,124.3,Mitaka,2.25,40.62111308,0.6309
Cat-2,123.2,Mitaka,2.24,276.1435413,0.3685
Cat-2,123.2,Mitaka,2.24,302.4447042,0.2529
Cat-2,122.1,Mitaka,2.24,225.4046054,0.4111
Cat-2,121,Mitaka,2.23,128.5283371,0.5533
Cat-2,119.9,Mitaka,2.22,295.1228537,0.4427
Cat-2,118.8,Mitaka,2.22,265.0208028,0.2746
Cat-2,115.5,Mitaka,2.2,278.2850645,0.4905
Cat-2,114.4,Mitaka,2.19,41.21446154,0.5889
Cat-2,114.4,Mitaka,2.19,75.89255539,0.5318
Cat-2,114.4,Mitaka,2.19,113.3726261,0.613
Cat-2,114.4,Mitaka,2.19,226.0532215,0.2812
Cat-2,114.4,Mitaka,2.19,252.0540264,0.4553
Cat-2,113.3,Mitaka,2.18,162.8326941,0.2924
Cat-2,112.2,Mitaka,2.18,290.0221485,0.5178
Cat-2,111.1,Mitaka,2.17,237.0513028,0.4711
Cat-2,111.1,Mitaka,2.17,237.2402501,0.3325
Cat-2,111.1,Mitaka,2.17,301.7226776,0.4813
Cat-2,108.9,Mitaka,2.16,165.2360011,0.3472
Cat-2,108.9,Mitaka,2.16,250.4166643,0.4377
Cat-2,107.8,Mitaka,2.15,247.3032401,0.6461
Cat-2,106.7,Mitaka,2.15,308.71017,0.5354
Cat-2,105.6,Mitaka,2.14,127.4005497,0.3678
Cat-2,1182.5,Newton,6.66,214.3417985,0.31803
Cat-2,800.8,Newton,4.9,148.804412,0.35772
Cat-2,487.3,Newton,3.45,199.4860713,0.28421
Cat-2,425.7,Newton,3.17,62.25388678,0.10925
Cat-2,403.7,Newton,3.07,321.9572029,0.3412
Cat-2,348.7,Newton,2.82,139.1262386,0.3306
Cat-2,347.6,Newton,2.81,33.45602311,0.5291
Cat-2,345.4,Newton,2.8,172.7023135,0.249
Cat-2,305.8,Newton,2.62,142.6616159,0.3251
Cat-2,273.9,Newton,2.47,166.4288975,0.2625
Cat-2,256.3,Newton,2.39,42.0035071,0.3997
Cat-2,239.8,Newton,2.31,89.87428008,0.1351
Cat-2,229.9,Newton,2.27,303.4537897,0.342
Cat-2,221.1,Newton,2.23,60.012198,0.3592
Cat-2,216.7,Newton,2.21,299.3296676,0.37
Cat-2,211.2,Newton,2.18,137.2485821,0.296
Cat-2,210.1,Newton,2.18,279.1564471,0.2515
Cat-2,204.6,Newton,2.15,103.2820961,0.2321
Cat-2,195.8,Newton,2.11,41.41834147,0.576
Cat-2,194.7,Newton,2.11,70.26602971,0.1529
Cat-2,189.2,Newton,2.08,202.0841369,0.5885
Cat-2,188.1,Newton,2.08,253.3727354,0.2389
Cat-2,184.8,Newton,2.06,113.342895,0.2603
Cat-2,176,Newton,2.02,19.75117055,0.4697
Cat-2,170.5,Newton,1.99,88.8234341,0.4749
Cat-2,159.5,Newton,1.95,106.8391964,0.1581
Cat-2,159.5,Newton,1.95,190.6614818,0.4208
Cat-2,158.4,Newton,1.94,48.22316945,0.4165
Cat-2,155.1,Newton,1.92,270.946917,0.5409
Cat-2,155.1,Newton,1.92,150.5745079,0.2385
Cat-2,155.1,Newton,1.92,60.30866476,0.2703
Cat-2,154,Newton,1.92,159.5233868,0.3695
Cat-2,150.7,Newton,1.9,94.78255239,0.6309
Cat-2,148.5,Newton,1.89,48.98772,0.2935
Cat-2,146.3,Newton,1.88,260.2944936,0.1779
Cat-2,144.1,Newton,1.87,119.4259001,0.3361
Cat-2,143,Newton,1.87,309.1724156,0.4783
Cat-2,141.9,Newton,1.86,283.3659061,0.3677
Cat-2,141.9,Newton,1.86,154.9386271,0.1996
Cat-2,141.9,Newton,1.86,262.3072082,0.4155
Cat-2,138.6,Newton,1.85,64.44883649,0.5139
Cat-2,136.4,Newton,1.84,216.3987129,0.4568
Cat-2,134.2,Newton,1.83,87.97765696,0.538
Cat-2,132,Newton,1.82,65.959056,0.2062
Cat-2,130.9,Newton,1.81,223.7295479,0.3803
Cat-2,127.6,Newton,1.8,50.99921585,0.2174
Cat-2,126.5,Newton,1.79,100.9971293,0.4428
Cat-2,125.4,Newton,1.79,285.7068493,0.3961
Cat-2,123.2,Newton,1.78,231.4851558,0.2575
Cat-2,121,Newton,1.77,144.4361995,0.4063
Cat-2,121,Newton,1.77,222.9142993,0.2722
Cat-2,118.8,Newton,1.76,129.6461053,0.3627
Cat-2,117.7,Newton,1.75,89.167824,0.5711
Cat-2,116.6,Newton,1.75,226.2500487,0.296
Cat-2,114.4,Newton,1.74,80.0955,0.2515
Cat-2,114.4,Newton,1.74,171.1863969,0.2321
Cat-2,114.4,Newton,1.74,79.70277569,0.576
Cat-2,113.3,Newton,1.73,222.4652416,0.1529
Cat-2,108.9,Newton,1.71,222.341593,0.5885
Cat-2,107.8,Newton,1.71,95.02303212,0.2389
Cat-2,106.7,Newton,1.7,91.531755,0.2603
Cat-2,513.7,Ocata,4.91,122.358606,0.4697
Cat-2,357.5,Ocata,3.93,76.76087824,0.4749
Cat-2,328.9,Ocata,3.75,105.3423354,0.1581
Cat-2,308,Ocata,3.61,81.30905889,0.4208
Cat-2,302.5,Ocata,3.58,269.8789586,0.4165
Cat-2,292.6,Ocata,3.52,242.9495197,0.5409
Cat-2,291.5,Ocata,3.51,280.7029588,0.2385
Cat-2,270.6,Ocata,3.38,136.6087285,0.2703
Cat-2,266.2,Ocata,3.35,61.6472187,0.3695
Cat-2,261.8,Ocata,3.32,95.14596416,0.6309
Cat-2,243.1,Ocata,3.2,200.4734544,0.2935
Cat-2,228.8,Ocata,3.11,128.1143199,0.1779
Cat-2,223.3,Ocata,3.08,77.17320541,0.3361
Cat-2,216.7,Ocata,3.04,254.6052283,0.4783
Cat-2,202.4,Ocata,2.94,113.4389186,0.3677
Cat-2,189.2,Ocata,2.86,145.0486479,0.1996
Cat-2,181.5,Ocata,2.81,171.250312,0.4155
Cat-2,170.5,Ocata,2.75,85.23134848,0.1581
Cat-2,166.1,Ocata,2.72,14.82012105,0.4208
Cat-2,165,Ocata,2.71,59.94562553,0.4165
Cat-2,165,Ocata,2.71,232.4915523,0.5409
Cat-2,158.4,Ocata,2.67,46.2663406,0.2385
Cat-2,158.4,Ocata,2.67,272.658285,0.2703
Cat-2,158.4,Ocata,2.67,65.73318586,0.3695
Cat-2,157.3,Ocata,2.66,31.44987,0.6309
Cat-2,147.4,Ocata,2.6,160.6605655,0.2935
Cat-2,146.3,Ocata,2.59,145.5750684,0.1779
Cat-2,145.2,Ocata,2.58,139.2307297,0.3361
Cat-2,145.2,Ocata,2.58,125.0771376,0.4783
Cat-2,133.1,Ocata,2.5,39.82042985,0.3677
Cat-2,133.1,Ocata,2.5,201.415549,0.1996
Cat-2,129.8,Ocata,2.49,171.340855,0.4155
Cat-2,125.4,Ocata,2.46,90.60228845,0.5139
Cat-2,122.1,Ocata,2.44,196.9977888,0.4568
Cat-2,117.7,Ocata,2.41,257.5572524,0.538
Cat-2,115.5,Ocata,2.4,273.8671597,0.2062
Cat-2,114.4,Ocata,2.39,17.83611692,0.3803
Cat-2,114.4,Ocata,2.39,167.2089646,0.2174
Cat-2,114.4,Ocata,2.39,76.37072898,0.4428
Cat-2,113.3,Ocata,2.38,103.380624,0.3961
Cat-2,113.3,Ocata,2.38,303.2663853,0.2575
Cat-2,113.3,Ocata,2.38,71.90190156,0.4063
Cat-2,108.9,Ocata,2.36,183.1541643,0.2722
Cat-2,108.9,Ocata,2.36,205.3464422,0.3627
Cat-2,108.9,Ocata,2.36,75.56500217,0.5711
Cat-2,107.8,Ocata,2.34,137.2588696,0.296
Cat-2,106.7,Ocata,2.34,97.501185,0.2515
Cat-2,104.5,Ocata,2.33,36.46815113,0.2321
Cat-2,104.5,Ocata,2.33,83.72256282,0.576
Cat-2,103.4,Ocata,2.32,114.6721629,0.1529
Cat-2,103.4,Ocata,2.32,216.9835869,0.5885
Cat-2,102.3,Ocata,2.32,242.6701846,0.2389
Cat-2,102.3,Ocata,2.32,208.4081556,0.2603
Cat-2,102.3,Ocata,2.31,94.09663572,0.4697
Cat-2,101.2,Ocata,2.3,302.548214,0.4749
Cat-2,100.1,Ocata,2.3,194.4332448,0.1581
Cat-2,97.9,Ocata,2.29,284.6554527,0.4208
Cat-2,96.8,Ocata,2.28,184.3865045,0.4165
Cat-2,95.7,Ocata,2.27,308.1094032,0.5409
Cat-2,95.7,Ocata,2.27,49.27680563,0.2385
Cat-2,92.4,Ocata,2.25,135.3877723,0.2703
Cat-2,773.3,Pike,5.52,124.1798786,0.3695
Cat-2,575.3,Pike,4.46,185.2505938,0.6309
Cat-2,491.7,Pike,4.02,288.50253,0.2935
Cat-2,481.8,Pike,3.96,147.522827,0.1779
Cat-2,475.2,Pike,3.93,203.6041161,0.4697
Cat-2,404.8,Pike,3.56,209.5828221,0.4749
Cat-2,357.5,Pike,3.3,294.3503822,0.1581
Cat-2,348.7,Pike,3.26,259.8149084,0.4208
Cat-2,342.1,Pike,3.22,239.9334884,0.4165
Cat-2,338.8,Pike,3.21,121.1011034,0.5409
Cat-2,316.8,Pike,3.09,29.1122173,0.2385
Cat-2,261.8,Pike,2.79,72.78092408,0.2703
Cat-2,259.6,Pike,2.78,130.9088409,0.3695
Cat-2,258.5,Pike,2.78,251.4515182,0.6309
Cat-2,238.7,Pike,2.67,229.3266144,0.2935
Cat-2,228.8,Pike,2.62,307.9503844,0.1779
Cat-2,225.5,Pike,2.6,121.8748657,0.3361
Cat-2,224.4,Pike,2.59,86.47435385,0.4783
Cat-2,205.7,Pike,2.5,49.06662057,0.3677
Cat-2,204.6,Pike,2.49,172.0990115,0.1996
Cat-2,199.1,Pike,2.46,86.16373827,0.4155
Cat-2,194.7,Pike,2.44,158.8553474,0.1581
Cat-2,191.4,Pike,2.42,223.9898562,0.4208
Cat-2,191.4,Pike,2.42,203.4971195,0.4165
Cat-2,184.8,Pike,2.39,244.6082382,0.5409
Cat-2,178.2,Pike,2.35,188.7063772,0.2385
Cat-2,170.5,Pike,2.31,100.7930035,0.2703
Cat-2,167.2,Pike,2.29,293.9577024,0.3695
Cat-2,163.9,Pike,2.27,181.9671678,0.6309
Cat-2,163.9,Pike,2.27,151.4871554,0.2935
Cat-2,162.8,Pike,2.27,272.5775937,0.1779
Cat-2,151.8,Pike,2.21,172.6347392,0.3361
Cat-2,150.7,Pike,2.2,33.91268632,0.4783
Cat-2,146.3,Pike,2.18,27.10753867,0.3677
Cat-2,146.3,Pike,2.18,296.7003214,0.1996
Cat-2,143,Pike,2.16,247.2952041,0.4155
Cat-2,135.3,Pike,2.12,27.61499395,0.5139
Cat-2,134.2,Pike,2.12,225.6507744,0.4568
Cat-2,134.2,Pike,2.12,64.46185435,0.538
Cat-2,132,Pike,2.1,25.494912,0.2062
Cat-2,132,Pike,2.1,97.141248,0.3803
Cat-2,129.8,Pike,2.09,192.0632454,0.2174
Cat-2,128.7,Pike,2.09,94.2863809,0.4428
Cat-2,126.5,Pike,2.07,70.44916604,0.3961
Cat-2,126.5,Pike,2.07,49.58706976,0.2575
Cat-2,125.4,Pike,2.07,79.65327376,0.4063
Cat-2,124.3,Pike,2.06,42.27813922,0.2722
Cat-2,122.1,Pike,2.05,102.0886373,0.3627
Cat-2,121,Pike,2.04,142.164562,0.5711
Cat-2,119.9,Pike,2.04,300.0194986,0.296
Cat-2,118.8,Pike,2.03,202.9336468,0.2515
Cat-2,117.7,Pike,2.03,38.2127355,0.2321
Cat-2,117.7,Pike,2.03,252.6723586,0.576
Cat-2,116.6,Pike,2.02,177.4987624,0.1529
Cat-2,116.6,Pike,2.02,72.47163932,0.5885
Cat-2,115.5,Pike,2.02,292.9712019,0.31803
Cat-2,114.4,Pike,2.01,104.4092653,0.35772
Cat-2,113.3,Pike,2,314.413582,0.28421
Cat-2,112.2,Pike,2,127.7462084,0.10925
Cat-2,108.9,Pike,1.98,131.8602211,0.3412
Cat-2,108.9,Pike,1.98,241.7571392,0.3251
,,,,,0.42404
,,,,,0.47695
,,,,,0.37895
,,,,,0.14567
,,,,,0.4549
,,,,,0.7708
,,,,,0.7055
,,,,,0.732
,,,,,0.4335
,,,,,0.8
,,,,,0.5329
,,,,,0.1802
,,,,,0.4559
,,,,,0.4789
,,,,,0.5933
,,,,,0.4947
,,,,,0.3354
,,,,,0.3094
,,,,,0.768
,,,,,0.2039
,,,,,0.7846
,,,,,0.7186
,,,,,0.347
,,,,,0.6263
,,,,,0.6332
,,,,,0.2108
,,,,,0.561
,,,,,0.5554
,,,,,0.7212
,,,,,0.318
,,,,,0.3604
,,,,,0.6485
,,,,,0.4241
,,,,,0.5645
,,,,,0.3955
,,,,,0.7735
,,,,,0.5662
,,,,,0.4926
,,,,,0.8412
,,,,,0.3914
,,,,,0.2372
,,,,,0.4482
,,,,,0.6378
,,,,,0.4902
,,,,,0.2662
,,,,,0.554
,,,,,0.6852
,,,,,0.6091
,,,,,0.7173
,,,,,0.775
,,,,,0.5071
,,,,,0.2899
,,,,,0.5904
,,,,,0.5282
,,,,,0.3433
,,,,,0.8542
,,,,,0.363
,,,,,0.4836
,,,,,0.7615
,,,,,0.8138
,,,,,0.3905
,,,,,0.42404
,,,,,0.37695
,,,,,0.37895
,,,,,0.14567
,,,,,0.4549
,,,,,0.7708
,,,,,0.7055
,,,,,0.732
,,,,,0.4335
,,,,,0.6
,,,,,0.5329
,,,,,0.1802
,,,,,0.4559
,,,,,0.4789
,,,,,0.5933
,,,,,0.4947
,,,,,0.3354
,,,,,0.3094
,,,,,0.768
,,,,,0.2039
,,,,,0.7846
,,,,,0.7186
,,,,,0.347
,,,,,0.6263
,,,,,0.4332
,,,,,0.2108
,,,,,0.561
,,,,,0.5554
,,,,,0.7212
,,,,,0.318
,,,,,0.3604
,,,,,0.6485
,,,,,0.4241
,,,,,0.5645
,,,,,0.3955
,,,,,0.3501
,,,,,0.5662
,,,,,0.4926
,,,,,0.5412
,,,,,0.3914
,,,,,0.2372
,,,,,0.4482
,,,,,0.6378
,,,,,0.4902
,,,,,0.2662
,,,,,0.554
,,,,,0.6852
,,,,,0.6091
,,,,,0.7173
,,,,,0.775
,,,,,0.5071
,,,,,0.2899
,,,,,0.4375
,,,,,0.5282
,,,,,0.3433
,,,,,0.8542
,,,,,0.363
,,,,,0.4836
,,,,,0.7615
,,,,,0.5138
,,,,,0.3905
,,,,,0.42404
,,,,,0.47695
,,,,,0.37895
,,,,,0.14567
,,,,,0.4549
,,,,,0.4408
,,,,,0.7055
,,,,,0.332
,,,,,0.4335
,,,,,0.8
,,,,,0.5329
,,,,,0.1802
,,,,,0.4559
,,,,,0.4789
,,,,,0.4933
,,,,,0.3947
,,,,,0.3354
,,,,,0.3094
,,,,,0.768
,,,,,0.2039
,,,,,0.7846
,,,,,0.7186
,,,,,0.347
,,,,,0.6263
,,,,,0.6332
,,,,,0.2108
,,,,,0.561
,,,,,0.5554
,,,,,0.7212
,,,,,0.318
,,,,,0.3604
,,,,,0.6485
,,,,,0.4241
,,,,,0.5645
,,,,,0.3955
,,,,,0.7735
,,,,,0.5662
,,,,,0.4926
,,,,,0.8412
,,,,,0.3914
,,,,,0.2372
,,,,,0.4482
,,,,,0.6378
,,,,,0.4902
,,,,,0.2662
,,,,,0.554
,,,,,0.6852
,,,,,0.6091
,,,,,0.7173
,,,,,0.275
,,,,,0.5071
,,,,,0.2899
,,,,,0.5904
,,,,,0.5282
,,,,,0.3433
,,,,,0.5417
,,,,,0.363
,,,,,0.4836
,,,,,0.7615
,,,,,0.6138
,,,,,0.3905
,,,,,0.42404
,,,,,0.47695
,,,,,0.37895
,,,,,0.14567
,,,,,0.4549
,,,,,0.4408
,,,,,0.7055
,,,,,0.332
,,,,,0.4335
,,,,,0.35
,,,,,0.5329
,,,,,0.1802
,,,,,0.4559
,,,,,0.4789
,,,,,0.4933
,,,,,0.3947
,,,,,0.3354
,,,,,0.3094
,,,,,0.768
,,,,,0.2039
,,,,,0.7846
,,,,,0.3186
,,,,,0.347
,,,,,0.6263
,,,,,0.6332
,,,,,0.2108
,,,,,0.561
,,,,,0.5554
,,,,,0.7212
,,,,,0.318
,,,,,0.3604
,,,,,0.6485
,,,,,0.4241
,,,,,0.5645
,,,,,0.3955
,,,,,0.7735
,,,,,0.5662
,,,,,0.4926
,,,,,0.8412
,,,,,0.4914
,,,,,0.3372
,,,,,0.5482
,,,,,0.7378
,,,,,0.5902
,,,,,0.3662
,,,,,0.654
,,,,,0.7852
,,,,,0.7091
,,,,,0.8173
,,,,,0.375
,,,,,0.6071
,,,,,0.3899
,,,,,0.6904
,,,,,0.6282
,,,,,0.4433
,,,,,0.6417
,,,,,0.463
,,,,,0.5836
,,,,,0.8615
,,,,,0.7138
,,,,,0.4905
,,,,,0.42404
,,,,,0.47695
,,,,,0.37895
,,,,,0.14567
,,,,,0.4549
,,,,,0.4408
,,,,,0.7055
,,,,,0.332
,,,,,0.4335
,,,,,0.35
,,,,,0.5329
,,,,,0.1802
,,,,,0.4559
,,,,,0.4789
,,,,,0.4933
,,,,,0.3947
,,,,,0.3354
,,,,,0.3094
,,,,,0.768
,,,,,0.2039
,,,,,0.7846
,,,,,0.3186
,,,,,0.347
,,,,,0.6263
,,,,,0.6332
,,,,,0.2108
,,,,,0.561
,,,,,0.5554
,,,,,0.7212
,,,,,0.318
,,,,,0.3604
,,,,,0.4926
,,,,,0.8412
,,,,,0.3914
,,,,,0.2372
,,,,,0.4482
,,,,,0.6378
,,,,,0.4902
,,,,,0.2662
,,,,,0.554
,,,,,0.6852
,,,,,0.6091
,,,,,0.7173
,,,,,0.275
,,,,,0.5071
,,,,,0.2899
,,,,,0.5904
,,,,,0.5282
,,,,,0.3433
,,,,,0.5417
,,,,,0.363
,,,,,0.4836
,,,,,0.7615
,,,,,0.3947
,,,,,0.3354
,,,,,0.3094
,,,,,0.768
,,,,,0.2039
,,,,,0.7846
,,,,,0.3186
,,,,,0.347
,,,,,0.6263
,,,,,0.6332
,,,,,0.2108
,,,,,0.561
,,,,,0.5554
,,,,,0.7212
,,,,,0.318
,,,,,0.3604
,,,,,0.4926
,,,,,0.8412
,,,,,0.3914
,,,,,0.2372
